Model Name,hy-mt2-1.8b
IP Address/Port,74.2.96.26:32232
Parameters,"temperature=0.7,top_p=0.6,top_k=20,max_tokens=4096,repetition_penalty=1.05"

Input,Expected Output,Actual Output,Time Taken (s)
群島は半島の北120 kmに位置します。最大の島はキングジョージ島で、そこにビジャ・ラス・エストレージャスの集落があります。,该群岛位于南极半岛以北 120 公里处。最大的岛屿是乔治国王岛，这里是“繁星村（Villa Las Estrellas）”的定居点。,"The islands are located 120 km north of the peninsula. The largest island is King George Island, where the village of Vila Las Estrejas is situated.",0.2859
ほかにもリビングストン島、デセプションなどがあり、まだ活動している火山の浸水したカルデラによって、壮大な自然の港が広がってといます。,其他的包括利文斯顿岛和欺骗岛。在那里，一个仍然活跃的火山口被洪水淹没，提供了一个壮观的天然港口。,"There are also islands like Livingston Island and Deseption, and due to the flooded caldera of active volcanoes, magnificent natural ports stretch out.",0.279
エルズワースランドは、ベリングハウゼン海に囲まれた半島南の地域に位置します。,埃尔斯沃思地 (Ellsworth Land) 位于该半岛的南部，面朝别林斯高晋海 (Bellingshausen Sea)。,"Elsworthland is located in the southern region of the peninsula, surrounded by the Beringhausen Sea.",0.2503
この半島の山々が融合して台地を形成し、再び融合して、ミネソタ氷河によって二分された360 kmに及ぶエルズワース山脈を形成しています。,半岛上的山脉在这里并入高原，然后重新形成长达 360 公里的埃尔斯沃斯（Ellsworth）山脉，这座山脉被明尼苏达冰川一分为二。,"The mountains on this peninsula merge to form a plateau, and again they merge to create the 360 km long Elmsworth Range, which is divided by the Minnesota glaciers.",0.2983
北部のセンティネル山脈には、南極大陸最高峰のヴィンソン山脈があり、標高4892mのヴィンソン山がそびえています。,北部，或者说森蒂纳尔岭，拥有南极洲最高的山脉文森山脉，最高峰是 4892 米的文森峰。,"In the northern Sentinel Range lies the Vinson Range, the highest peak on Antarctica, with the Vinson Mountain reaching an altitude of 4892 m.",0.3049
携帯電話の電波が届かない辺境では、衛星電話が唯一の選択肢になることがあります。,在手机信号覆盖不到的偏远地区，卫星电话可能是你的唯一选择。,"In remote areas where mobile phone signals cannot reach, satellite phones may be the only option.",0.2363
衛星電話は、基本的には携帯電話の代わりにはなりません。というのも、電話をかけるには衛星をはっきりと見通せる屋外にいなければならないからです。,一般来说，卫星电话不能取代移动电话，因为只有在卫星信号畅通的室外，才能进行通话。,"Satellite phones are basically not a substitute for mobile phones. This is because to make a call, one must be in an outdoor location where the satellite can be clearly seen.",0.2953
このサービスは、娯楽船をはじめとする船舶や、遠隔地でデータや音声を必要とする探検隊に頻繁に利用されています。,该服务经常用于航运，包括游艇以及有远程数据和语音需求的探险。,"This service is frequently used by recreational ships and other vessels, as well as exploration teams that need data and audio from remote locations.",0.2858
このサービスへの接続方法については、居住地の電話会社が詳しい情報を提供してくれるはずです。,你当地的电话服务提供商应该能够提供关于连接到这项服务的详细信息。,"Regarding the connection method for this service, your local phone company should provide detailed information.",0.2383
ギャップイヤーを計画している学生の間で、旅行して学ぶという選択肢はますます人気です。,对于那些计划怎么度过空档年的人来说，游学成为越来越受欢迎的选择。,"Among students planning a gap year, the option of traveling and learning is becoming increasingly popular.",0.2369
特に進路に迷っている卒業生に人気があり、これを利用すると、大学に入る前に1年間、学歴に傷がつくことなく休学ができます。,这在中学毕业生中尤其流行，他们可以在上大学前抽出一年的时间，又不影响他们接受教育。,"It is popular among graduating students who are particularly confused about their future path. By taking advantage of this option, they can take a year off before entering university without damaging their academic record.",0.3056
多くの場合、海外のギャップイヤーコースに入学することで、帰国後に実際に大学に進学しやすくなります。,很多情况下，在国外参加间隔年课程可以实质上提升你回国升学的机会。,"In many cases, enrolling in overseas gap-year programs makes it easier to continue studying at a university after returning home.",0.2701
通常、これらの教育プログラムに登録するには授業料がかかります。,通常情况下，参加这些教育类项目需要交学费。,"Typically, enrolling in these educational programs requires a tuition fee.",0.2235
フィンランドは、ボート遊びにはもってこいの国です。「千の湖の国」であるフィンランドには、湖や沿岸の群島にも何千もの島があります。,芬兰是绝佳的帆船运动圣地， 素有“千湖之乡”的美誉 ，在其湖泊和沿海群岛范围内也含有数千座岛屿。,"Finland is a perfect country for boating. As a “country of thousands of lakes,” Finland also has thousands of islands along the lakes and coastal islands.",0.2822
群島や湖では、必ずしもヨットは必要ありません。,在群岛和湖泊之中，游艇并不是必需的。,"In islands and lakes, yachts are not always necessary.",0.2149
沿岸の群島と最大の湖は、確かにヨットを楽しめる大きさですが、小型ボートやカヤックでもまた違った体験ができます。,沿海群岛和最大的几个湖泊的大小足以容纳任何游艇，不过较小的船只甚至皮划艇能带来不同的体验。,"The coastal islands and the largest lake are indeed large enough for yacht sailing, but small boats or kayaks also offer a different experience.",0.27
フィンランドではボートが国民的娯楽であり、7～8人に1台の割合で所有しています。,划船是芬兰的一项全国性消遣活动，每七八个人里就有一艘船。,"In Finland, boats are a national form of entertainment, and about 1 in 7–8 people own a boat.",0.2601
これはノルウェー、スウェーデン、ニュージーランドとほぼ同等ですが、それ以外の国では非常に珍しいもの（例：オランダでは1～40人）です。,挪威、瑞典和新西兰也有类似的情况，但在其他方面很是独特（例如，在荷兰，这个数字是一比四十）。,"This is roughly equivalent to Norway, Sweden, and New Zealand, but it is very rare in other countries (e.g., in the Netherlands, it’s between 1 and 40 people).",0.3099
バルト海クルーズのほとんどは、サンクトペテルブルク（ロシア）での長期滞在を特徴としています。,大多数典型的波罗的海游轮都会在俄罗斯圣彼得堡逗留较长时间。,Most Baltic Sea cruises feature a long stay in Saint Petersburg (Russia).,0.2202
つまり、夜は船で寝泊まりしながら、2～3日かけて歴史的な街を観光できるということです。,这意味着可以有好几天完整时间来参观这座历史悠久的城市，然后晚上回到船上睡觉。,"In other words, you can stay overnight on a boat and spend 2–3 days exploring the historic city.",0.2567
船上観光のみを利用して上陸するのであれば、別途ビザの取得は必要ありません（2009年現在）。,如果只是在乘船游览的情况下登岸，则不需要单独的签证（规定截至 2009 年）。,"If you only use cruise tourism to disembark, it is not necessary to obtain a visa separately (as of 2009).",0.2661
クルーズによっては案内書にドイツのベルリンが載っています。上の地図からおわかりのように、ベルリンは海から離れており、市街観光はクルーズ料金とは別になります。,有些邮轮在宣传手册上以德国柏林为亮点。正如从上面地图中看到的那样，柏林并没有靠近大海的地方，而且游船价格并不包括游览这座城市的费用。,"Some cruises include a guidebook with information about Berlin, Germany. As you can see from the map above, Berlin is located far from the sea, and city sightseeing costs are separate from the cruise fare.",0.3265
飛行機の旅は、あらゆる年齢層や経歴の人々にとって恐ろしい経験になる可能性があり、特に飛行機に乗ったことがなかったり、トラウマになるような出来事を経験したことのある人の場合にはその傾向があります。,对于各个年龄和背景的人来说，乘飞机旅行都可能成为恐怖的经历，尤其是在以前从未乘坐过飞机或有过痛苦经历的情况下。,"A flight can be a terrifying experience for people of all ages and backgrounds, especially for those who have never flown or have experienced traumatic events.",0.2722
それは恥ずべきことではなく、非常に多くの人が持っている個人的な恐怖心や嫌悪感と何ら変わりません。,这并不是丢人的事情：这和很多人对其他东西抱有的恐惧和厌恶没什么两样。,"It is not a shameful thing, and it is no different from the personal fears and disgusts that many people possess.",0.2609
飛行機の仕組みや飛行中の挙動を理解することで、未知のものや自分がコントロールできないことへの恐怖心を克服できることがあります。,对一些人来说，如果要克服因未知事物或不可控制的状况而产生的恐惧，了解飞机的工作原理和飞行的程序可能会有帮助。,"By understanding the mechanism of an airplane and its behavior during flight, it is possible to overcome fears of the unknown or things beyond one's control.",0.2826
宅配業者は、急ぎの配達で高報酬を得ています。多くの場合、業務書類、商品、または緊急の修理に必要な交換部品などは短時間で届くことが重要です。,快递公司可因快速交付货物而获取高酬劳。很多时候，时间对于商务文件、商品或用于紧急维修的零部件而言非常重要。,"Delivery services providers earn high rewards for urgent deliveries. In many cases, it is important that business documents, goods, or replacement parts needed for emergency repairs are delivered quickly.",0.2964
一部の路線では大企業は自社機を持っているが、それ以外の路線や小規模企業では問題があった。,在某些航线上，大型公司有自己的飞机，但对于其他航线和小公司来说，就有问题了。,"On some routes, large companies have their own trains, but on other routes or smaller companies, there were problems.",0.2501
航空貨物で荷物を送った場合、空路によって荷降ろしや税関を通過するのに何日もかかってしまうこともありました。,如果他们使用航空的方式运输货物，在某些航线上，可能要花几天的时间才能卸货和通关。,"When sending cargo by air, it might take many days for the goods to be unloaded and pass through customs due to different shipping routes.",0.275
早く通過させるためには、預け荷物として送るしかありませんでした。航空会社の規定では乗客がいない場合、荷物を送ることができないので、その後が肝心です。,最快的方法就是把它作为托运行李承运。根据航空公司规定，禁止载运未登机旅客的行李，而这时就需要你在场。,"To get it through quickly, the only option was to send it as checked baggage. According to the airline’s rules, if there are no passengers, baggage cannot be sent; so the next step is crucial.",0.3235
ファーストクラスやビジネスクラスに乗るには、当然ながら待遇の分だけ高額を支払うことになります（出張であれば勤め先の会社に交渉してみてください）。,乘坐头等舱或商务舱最明显的方式是花一大笔钱来享受这种特权（或者，更好的方式是让你的公司给你出钱乘坐）。,"To travel in first class or business class, of course, you must pay a higher price due to the better amenities (if it's for business trips, try negotiating with your employer).",0.2987
しかし、決して安くはありません。通常のエコノミークラスで支払う料金に比べて、ビジネスクラスは4倍、ファーストクラスは11倍というのが大まかな目安です。,然而，这并不便宜：根据粗略估算，商务舱的票价可能是普通经济舱的 4 倍，头等舱的票价更是 11 倍之高！,"However, it is by no means cheap. Compared to the fees of a regular economy class, business class costs about 4 times more, and first class costs about 11 times more.",0.31
一般的に言えば、AからBへの直行便のビジネスクラスやファーストクラスの座席の割引を探しても意味がありません。,一般来说，从 A 地直飞 B 地，压根没必要去找商务舱或头等舱的打折机票。,"In general, it’s pointless to try to find discounts on business class or first class seats on direct flights from A to B.",0.2668
航空会社は、目的地まで速く快適に移動できるという特権のために最高額を支払ってもかまわないと思っている特定の乗客の中心的グループが存在することを心得ているため、そうした料金を請求しているのです。,航空公司非常清楚，有一些核心乘客愿花高价获得快速、舒适出行的特权，因此航空公司会相应地收取费用。,The airline knows that there is a specific group of passengers who believe it’s worth paying the highest price because they can travel quickly and comfortably to their destination.,0.3389
モルドバの首都はチインウです。現地語はルーマニア語ですが、ロシア語が広く使われています。,摩尔多瓦的首都是基希讷乌。当地语言是罗马尼亚语，但俄语也被广泛使用。,"The capital of Moldova is Chișinău. The local language is Romanian, but Russian is also widely used.",0.2722
モルドバは多民族国家であり、民族紛争に悩まされてきました。,摩尔多瓦是一个多民族共和国，饱受民族冲突之苦。,"Moldova is a multi-ethnic country, and it has been troubled by ethnic conflicts.",0.2584
この紛争により、1994年にモルドバ東部のトランスニストリア共和国が誕生し、共和国には独自政府と通貨がありますが、どの国連加盟国にも認められていません。,1994 年，这场冲突导致摩尔多瓦东部自诩为德涅斯特河沿岸共和国的成立。该共和国有自己的政府和货币，但没有得到任何联合国成员国的认可。,"Due to this dispute, in 1994, the Transnistria Republic in eastern Moldova was established. The republic has its own government and currency, but it is not recognized by any United Nations member state.",0.3904
政治交渉が失敗したにもかかわらず、モルドバのこの2つの地域の間には経済的なつながりが再び確立されています。,尽管政治谈判失败，但摩尔多瓦这两个地区的经济联系得以重建。,"Even though political negotiations failed, economic connections between these two regions in Moldova have been re-established.",0.2458
モルドバの主な宗教は正統派キリスト教です。,摩尔多瓦 (Moldova) 的主要宗教是东正教。,The main religion in Moldova is Orthodox Christianity.,0.2022
エーゲ海に面したイズミルは、人口は約370万人を擁するトルコで3番目の大都市です。イスタンブールに次ぐ第2の港があり、交通の要所でもあります。,伊兹密尔是土耳其第三大城市，人口约 370 万，它是土耳其第二大港口，仅次于伊斯坦布尔，它也是一个繁忙的交通枢纽。,"Izmir, which faces the Aegean Sea, is Turkey’s third-largest city with a population of about 3.7 million. It is the second-largest port after Istanbul and also a key transportation hub.",0.3253
かつてはスミルナの古代都市でしたが、今では巨大な湾を中心に山に囲まれた、近代的に開発された賑やかな商業中心地となっています。,曾经是士麦那 (Smyrna) 古城，如今已成为一个现代化、发达且繁忙的商业中心，周围是巨大的海湾和群山。,"Once it was an ancient city of Smilna, but now it has become a bustling commercial center developed in modern ways, surrounded by mountains with a huge bay at its center.",0.318
広い大通りやガラス張りの建物、近代的なショッピングセンターには、伝統的な赤瓦屋根の建物や18世紀の市場、古いモスクや教会、シナゴーグなどが点在しており、伝統的なトルコというよりも地中海ヨーロッパの雰囲気が漂っています。,在宽阔的林荫大道、玻璃外墙的建筑和现代化的购物中心之间，散布着传统的红瓦屋顶、18 世纪的市场以及古老的清真寺和教堂，不过这座城市比传统的土耳其更有地中海欧洲的氛围。,"On the wide avenues, glass-fronted buildings, and modern shopping centers, there are traditional red-tiled roofs, 18th-century markets, old mosques and churches, and synagogues scattered throughout. The atmosphere is more Mediterranean European than that of traditional Turkey.",0.4426
ハルダルシクの村からは、近くのエストゥロイ島が見え、村には珍しい八角形の教会があります。,在哈尔达斯维克村 (Haldarsvík) 可以欣赏附近依斯特洛伊岛 (Eysturoy) 的美景。村中有一个与众不同的八角形教堂。,"From Haldarsik village, Esturoi Island can be seen nearby, and the village has a rare octagonal church.",0.2688
教会の墓地では、興味深い大理石製の鳩の彫刻が一部の墓に飾られています。,教堂墓地里，一些坟墓上方摆着有趣的大理石鸽子雕塑。,"In the church cemeteries, interesting marble statues of doves are displayed on some graves.",0.2451
興味をそそられる村を30分ほど散策するのは価値があります。,在这个迷人的村庄漫步半小时是值得的。,A walk in a place that sparks interest for about 30 minutes is worth it.,0.2324
北部にはロマンチックで魅力的なシントラの町があり、この町はバイロン卿がその素晴らしさを熱く語ったことで外国人にも有名になりました。,向北可轻松抵达浪漫迷人的辛特拉镇；它是拜伦勋爵笔下为人称道的乐土，并因此为外国人所熟知。,"In the north lies the romantic and attractive town of Sintra, which became famous among foreigners because Lord Byron spoke passionately about its beauty.",0.2685
シントラ行きのスコッターブバス403が定期的に運行しており、カボ・ダ・ロカに停車します。,Scotturb 403 路公共汽车定期发车前往辛特拉 (Sintra)，在罗卡角停靠。,The Scootta-B bus 403 to Sintra operates regularly and stops at Kabo da Roca.,0.2517
また、北側に行くなら世界的に有名なマリア像の聖地であるファティマの聖母の聖域（神社）を訪れましょう。,也可以到北部参观法蒂玛圣母院（圣地），它是举世闻名的圣母玛丽亚显现之地。,"Also, if you go to the north side, visit the shrine of the Virgin of Fatima, a world-famous holy site of the Madonna of the Miracle.",0.2869
自分が訪れたのは本質的に巨大な集団墓地であり、世界の人口の大多数にとって計り知れないほどの意味を持つ墓地であることをお忘れにならないでください。,请记住，你其实是在参观一个巨大的万人坑遗址，该遗址对世界上一大群体有着难以估量的意义。,"Do not forget that what I visited was essentially a massive mass grave, a grave that holds immense significance for the majority of the world's population.",0.2753
ここには当時を生き延びた多くの男女がおり、ユダヤ人かどうかを問わず、そこで大切な人が殺害されたり強制労働させられたりした人たちも大勢います。,还是有许多男女在这里幸存了下来，他们如今仍然健在；而更多人的亲人，有的在那里被屠杀，有的一直做苦工到死，犹太人和非犹太人都是如此。,"Here were many men and women who survived those times; regardless of whether they were Jews or not, there were also many who had their loved ones killed or forced into labor.",0.2994
場にふさわしい敬意を払い、尊厳と礼節をもって立ち振る舞ってください。ホロコーストやナチスについて冗談を言うなどもってのほかです。,请给予此地应得的尊严、庄严和尊重。不要用大屠杀或纳粹开玩笑。,"Show appropriate respect, and act with dignity and courtesy. It is unacceptable to make jokes about the Holocaust or Nazis.",0.2517
建造物に塗料や刃物で落書きするような名所を汚す行為を慎みましょう。,切勿在建筑物上做标记或涂鸦，以免破坏遗址。,Be careful not to dirty famous places by scribbling with paint or knives on the buildings.,0.2345
バルセロナの公用語はカタルーニャ語とスペイン語です。約半数がカタルーニャ語を好み、大多数がカタルーニャ語を理解し、ほぼ全員がスペイン語を知っています。,巴塞罗那的官方语言为加泰罗尼亚语和西班牙语。大约一半的当地人更愿意说加泰罗尼亚语，绝大多数人都听懂加泰罗尼亚语，至于西班牙语，几乎每个人都能听懂。,"The official languages of Barcelona are Catalan and Spanish. Approximately half prefer Catalan, the majority understand Catalan, and almost everyone knows Spanish.",0.2568
しかし、カタルーニャ語が第一公用語として法律で定められているため、ほとんどの標識がカタルーニャ語のみで表示されています。,然而，大多数指示牌都只使用加泰罗尼亚语，因为这是法律规定的第一官方语言。,"However, since Catalan is designated as the first official language by law, most signs are displayed in only Catalan.",0.2526
とはいえ、公共交通機関などでもスペイン語は広く使われています。,然而，公共交通和其他设施也广泛使用西班牙语。,"Yet, Spanish is also widely used in public transportation and other areas.",0.2173
メトロの構内や車内の定期アナウンスはカタルーニャ語のみですが、事故による遅延などの際には自動システムによってスペイン語、英語、フランス語、アラビア語、日本語といった各言語でアナウンスされます。,地铁里的定期广播只有加泰罗尼亚语，但自动系统会用多种语言进行临时广播，包括西班牙语、英语、法语、阿拉伯语和日语。,"The regular announcements inside the metro or on the trains are in Catalan only, but in cases of delays due to accidents, the automatic system will broadcast them in various languages such as Spanish, English, French, Arabic, and Japanese.",0.3427
パリジャンは、自己中心的で横柄で失礼な人が多いと言われています。,巴黎人是出了名的以自我中心、粗鲁和傲慢。,"It is said that Parisians are often self-centered, arrogant, and rude people.",0.2323
これは不正確な固定観念にすぎませんが、パリうまくやっていくための最善の方法は、「育ちの良い」人らいく振る舞って最善の行動をとることです。そうすれば、快適に過ごせるようになるでしょう。,虽然这通常只是一种不准确的刻板印象，但在巴黎生活的最佳方式仍然是尽量举止得当，表现得像一个有 “bien élevé”（教养良好）的人。这会让参加社会活动变得容易得多。,"This is merely an inaccurate stereotype. The best way for Paris to succeed is for “well-mannered” people to behave appropriately and take the best actions. In that way, they will be able to live comfortably.",0.3287
一見とっつきにくいパリジャンですが、こちらが基本的な礼儀作法を示せばすぐに変わるでしょう。,如果你表现出一点基本的礼貌，巴黎人粗鲁的表现很快就会消失无踪。,"A Parisian may seem difficult to get along with at first, but if they show basic manners and etiquette, they will quickly change.",0.2757
プリトヴィッツェ湖群国立公園は、アルプスと地中海の植生が混在する広大な森（主にブナ、トウヒ、モミ）に大小16の湖が点在し、絶景で溢れる世界遺産です。,普利特维茨湖国家公园森林茂密，主要树种有山毛榉、云杉和冷杉，并以高山和地中海植被混合为特色。,"The Pritvitsa Lakes National Park is a world heritage site filled with breathtaking views, featuring 16 lakes of various sizes scattered across a vast forest where alpine and Mediterranean vegetation coexist—mainly birch, oak, and spruce trees.",0.348
微気候のため、土壌や標高の範囲が極めて広いので、植物群落の種類が非常に豊富です。,由于小气候、土壤和海拔高度的多样性，这里的植物群落种类非常丰富，并因此闻名于世。,"Due to the microclimate, the range of soil and altitude is extremely wide, resulting in a very diverse variety of plant communities.",0.2655
また、この地域には多種多様な動物や鳥類が生息しています。,该地区也是各类动物和鸟类的家园。,"Additionally, this region is home to a variety of animals and birds.",0.2335
ヨーロッパのヒグマ、オオカミ、ワシ、フクロウ、オオヤマネコ、ヤマネコ、カペルカイリーなどの希少種が見られ、より多くの普通種がともに生息しています。,在那里可以看到欧洲棕熊、狼、鹰、猫头鹰、猞猁、野猫和松鸡等稀有动物以及许多更常见的物种,"Rare species such as European grizzly bears, wolves, eagles, owls, large cats, domestic cats, and capybaras can be seen, along with many common species also living there.",0.3634
修道院を訪れる際には、女性は膝を覆うスカートを履き、肩も覆われていることが義務付けられています。,女性在参观修道院时必须穿裙子，裙子必须及膝，肩膀也要覆盖住。,"When visiting a monastery, women are required to wear skirts that cover their knees and also cover their shoulders.",0.2545
ほとんどの修道院では、準備なしで来た女性のために覆いを用意していますが、自前で特に明るい色のものを持参すると、入口で僧侶や尼僧から微笑んでもらえるでしょう。,大多数修道院都会为没有准备的女性提供裹身衣，但如果你自己带，尤其是颜色鲜艳的，门口的修道士会向你投来抿嘴一笑。,"In most monasteries, covers are provided for women who come without preparation. However, if you bring something in a particularly bright color, the monks and nuns at the entrance may smile at you.",0.3125
同じように、男性は膝を覆うズボンを履くことが義務付けられています。,同理，男士也必须穿着长裤，遮住膝盖。,"Similarly, men are required to wear pants that cover their knees.",0.2157
これも入口にある受付で借してもらえますが、利用者ごとに洗濯しているわけではないことを考えると、履くのに抵抗がある人もいるかもしれません。男性用のワンサイズです。,也可以从入口处的存衣柜借到，但衣服并不是每次有人穿过后都会洗，所以这些裙子穿起来可能会有点不舒服。全部都是均码哦!,"It can also be borrowed at the reception at the entrance, but considering that it isn’t washed for each user, some people might have resistance to wearing it. It’s a one-size-fits-all size for men.",0.3405
マヨルカ島の料理は、地中海の他の地域と同様に、パン、野菜、肉（特に豚肉）を主な食材とし、オリーブオイルを多用します。,马略卡岛的菜肴和地中海相似地区的菜肴一样，主要以面包、蔬菜和肉类（尤其是猪肉）为基础，而且完全使用橄榄油。,"The cuisine of Mallorca is, like in other Mediterranean regions, centered around bread, vegetables, and meat (especially pork), with a lot of olive oil used.",0.2916
特に夏場には、オリーブオイルを塗ったパンにトマトとチーズ、チューナなどの調味料を加えた「パンボリ」というシンプルな料理が人気です。,Pa amb Oli 是一种在夏天尤为流行的简单晚餐：面包搭配橄榄油、番茄，手头上任何佐料都可加入，比如奶酪、金枪鱼等。,"Especially in summer, a simple dish called “pamboli” is popular—it consists of bread coated with olive oil, topped with tomatoes, cheese, and herbs as seasonings.",0.3091
すべての名詞は、「あなた」を指す単語Sieと同様に、文の途中であっても常に大文字で始まります。,除去表示您的“Sie”之外的所有名词都应以大写字母开头，即使在句子中间也应如此。,"All nouns, just like the word “Sie” that refers to “you”, always start with a capital letter, even in the middle of a sentence.",0.278
これは、一部の動詞と目的語を区別するうえで重要な方法です。,这是区分某些动词和宾语的一个重要方法。,This is an important method for distinguishing some verbs from their objects.,0.2221
動詞や形容詞が実体化された形式で使われているかどうかを調べる必要があるため、書き手にとってはやや複雑になりますが、読み手にとって楽になるのは間違いありません。,这也可以让阅读更轻松，尽管这在一定程度上使书写变得复杂，因为你需要判断动词或形容词是否被用作一种名词化的形式。,"It is necessary to determine whether verbs or adjectives are used in a substantive form, so it becomes somewhat complex for the writer, but it will definitely be easier for the reader.",0.2925
イタリア語の発音は比較的簡単で、ほとんどの単語は文字通りに発音されます。,意大利语的发音相对容易，因为大多数单词的发音与拼写完全相同,"The pronunciation of Italian is relatively simple, and most words are pronounced exactly as they are written.",0.2383
発音は次に来る母音に基づいて変化するため、注意するべき主な文字はcとgになります。,需要注意的主要字母是 c 和 g，因为它们的发音是根据以下元音变化的。,"Since pronunciation changes based on the next vowel, the main letters to note are c and g.",0.2421
また、caroは「親愛なる」という意味であるのに対し、carroは「戦車」を意味するため、rとrrの発音の区別に注意が必要です。,另外，需要确保对 r 和 rr 采取不同的发音： “caro“ 的意思是”亲爱的“，而 “carro” 的意思则是“双轮战车”。,"Additionally, while “caro” means “dear”, “carro” means “tank”, so it’s important to note the difference in pronunciation between “r” and “rr”.",0.3206
ペルシャ語は比較的学びやすく、ほとんどが正規文法に従います。,波斯语的语法大多相对简单，有规律可循。,"Persian is relatively easy to learn, and most sentences follow standard grammar rules.",0.2296
したがって、この文法書の入門編を読むことでペルシャ語文法について多くを学びやすくなり、言い回しを理解しやすくなります。,因此，阅读这本语法入门书能帮助你掌握更多波斯语语法，更好地理解短语。,"Therefore, by reading the introductory section of this grammar book, it becomes easier to learn about Persian grammar and to understand expressions.",0.2584
言うまでもないことですが、ロマンス語のいずれかを知っていれば、ポルトガル語を学びやすいはずです。,毋庸置疑的是，如果你会讲一门罗曼语，那么学习葡萄牙语会更加容易。,"It goes without saying that if you know any Romance language, it will be easier to learn Portuguese.",0.2482
しかし、スペイン語を少し知っている人は、「ポルトガル語は別に勉強する必要がないほど近い言語だ」と結論を急ぐかもしれません。,然而，懂一点西班牙语的人可能会急着得出这样的结论：葡萄牙语与西班牙语非常接近，不需要单独学习。,"However, those who know a little Spanish might rush to conclude that “Portuguese is a language so close that there’s no need to study it separately.”",0.2844
近世以前の天文台は、今日ではほとんどが時代遅れで廃止され、博物館や教育の場として残っています。,如今，前现代的天文台大多已经被淘汰，只作为博物馆或教育场所保留了下来。,"Before modern times, most observatories were obsolete and closed down; they have now become museums or educational institutions.",0.2471
最も被害が大きかった頃の公害は現在とは問題の種類が異なり、都市部や学校の校庭で発生していたため、現代の問題よりも身近なものでした。,由于在其全盛时期的光污染还不像现在这么严重，所以天文台通常建立在城区或校园内，比现代修建的天文台更容易到达。,"The environmental problems during the period of the greatest damage were different in nature from those today; they occurred in urban areas and school yards, making them more immediate than modern issues.",0.2947
最新式の研究用望遠鏡の多くは、良好な大気条件下で観測できるように遠隔地の巨大な施設に設置されています。,大多数现代科研望远镜都是巨型设施，位于大气条件优良的偏远地区。,Many of the latest research telescopes are installed in large facilities in remote locations so that they can observe under favorable atmospheric conditions.,0.256
お花見と呼ばれる桜の花の鑑賞は、8世紀から日本の文化の一部となっています。,赏樱，亦称“花见”（hanami），从 8 世纪开始就成为了日本习俗。,"The appreciation of sakura blossoms, known as “ohana-mi”, has been part of Japanese culture since the 8th century.",0.2718
そのコンセプトは、梅の花を好む中国から来ています。,这一概念来自中国，梅花是中国人喜闻乐见的一种花卉。,"The concept comes from China, where plum flowers are popular.",0.2194
日本で最初に開かれた花見は、天皇が自らと朝廷周辺に住まう貴族のためだけに主催したものでした。,在日本，最早的樱花派对是由天皇为他自己和皇室其他贵族成员在皇家御所举办的。,The first hanami event held in Japan was organized solely by the emperor for himself and the nobles who lived around the imperial court.,0.2686
植物は自然環境にあるときに最も見栄えがするのですから、「1本だけ」ならと標本に持ち帰りたい誘惑に負けないでください。,植物在自然环境中状态最好。因此要抵住诱惑，不去摘掉植物，哪怕“只是一株”。,"Plants look their best when they are in a natural environment, so don’t give in to the temptation of bringing back just “one plant” as a specimen.",0.2994
手入れの行き届いた庭園を訪れた場合に「標本」を集めようとしたら言い訳の余地なく追い出されます。,如果参观的是精心布置的园林，收集“标本”也会被驱逐，没有商量余地。,"If you visit a well-maintained garden and try to collect “samples”, you will be thrown out with no excuse left.",0.3314
シンガポールは一般的に極めて治安が良く、非常に移動しやすく、到着後にはほとんど何でも購入できます。,通常来讲，新加坡是一个非常安全的地方，导航也很容易。到达后你几乎可以买到任何东西。,"Singapore is generally extremely safe, very easy to travel around, and you can buy almost anything once you arrive.",0.2576
しかし、赤道から数度北の「高緯度の熱帯」に位置しているため、（常に）暑さと（まれにですが快晴時に）強い日差しの両方に対処する必要があります。,但由于处在赤道以北几度的“高热带”，你将需要同时应对高温（终年）和强烈的阳光（天气晴朗时，这种情况相对较少）。,"However, since it is located in the “high-altitude tropical” region a few degrees north of the equator, one must deal with both heat and strong sunlight—rarely, but on clear days.",0.3191
また、聖書の家長アブラハム、イサク、ヤコブ、そして彼らの妻たちが埋められているという伝説の埋葬地であるヘブロン方面に北上するバスも何本かあります。,有几辆巴士也向北开往希伯伦，那里是《圣经》中的族长亚伯拉罕、以撒、雅各和他们妻子的传统墓地。,"Additionally, there are several buses heading north toward Hebron, a legendary burial site where the patriarchs of the Bible—Abraham, Isaac, Jacob, and their wives—are said to be buried.",0.3257
乗ろうとしているバスが、キルヤト・アルバ近くのユダヤ人集落方面に向かうだけでなく、ヘブロン行きであることを確認してください。,请确认你打算乘坐的公交车将会进入希伯伦，而不仅仅是去附近的基亚特·阿巴 (Kiryat Arba) 犹太定居点。,"Make sure to confirm that the bus you are trying to take is not just heading towards the Jewish settlement near Kilyat Alba, but also towards Hebron.",0.2894
内陸の水路に沿った散策は休日を過ごすうえで面白いテーマになるでしょう。,内陆水道可以作为假期游玩的一个不错的主题。,A walk along the waterways in the inland areas would be an interesting theme for a holiday.,0.2394
