Model Name,hy-mt2-1.8b
IP Address/Port,74.2.96.26:32232
Parameters,"temperature=0.7,top_p=0.6,top_k=20,max_tokens=4096,repetition_penalty=1.05"

Input,Expected Output,Actual Output,Time Taken (s)
天气预报说明天会下雨。,The weather forecast says it will rain tomorrow.,The weather forecast says it will rain tomorrow.,0.218
市场竞争变得更加激烈。,Market competition has become more intense.,The market competition has become more intense.,0.2173
护士照顾了病人。,The nurse took care of the patient.,The nurse took care of the patient.,0.2249
医生开了新的药。,The doctor prescribed a new medicine.,The doctor prescribed new medicine.,0.1904
互联网连接了全球。,The internet connects the world.,The Internet connects the world.,0.1997
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.2369
学生学习了分子生物学。,The student studied molecular biology.,Students have studied molecular biology.,0.1977
他喜欢在空闲时间听音乐。,He likes listening to music in his free time.,He likes listening to music in his free time.,0.2301
老师解释了科学原理。,The teacher explained the scientific principle.,The teacher explained the scientific principles.,0.209
物理学家研究能量的转换。,Physicists study the transformation of energy.,Physicists study energy conversion.,0.2106
警察调查了一起案件。,The police investigated a case.,The police investigated a case.,0.1931
物理学家研究能量的转换。,Physicists study the transformation of energy.,Physicists study energy conversion.,0.1968
国家促进可持续发展。,The country promotes sustainable development.,The state promotes sustainable development.,0.1996
律师向法庭提交了文件。,The lawyer submitted the documents to the court.,The lawyer submitted documents to the court.,0.2115
他要去市场。,He is going to the market.,He is going to the market.,0.206
互联网连接了全球。,The internet connects the world.,The Internet connects the world.,0.2067
科学为人类服务。,Science serves humanity.,Science serves humanity.,0.188
研究人员开发了一种新药。,Researchers developed a new drug.,The researchers developed a new drug.,0.2079
他们在公园踢足球。,They are playing football in the park.,They are playing soccer in the park.,0.1989
医院提供了免费的疫苗。,The hospital provided free vaccines.,The hospital provides free vaccines.,0.1984
天气预报说明天会下雨。,The weather forecast says it will rain tomorrow.,The weather forecast says it will rain tomorrow.,0.2224
老师解释了科学原理。,The teacher explained the scientific principle.,The teacher explained the scientific principles.,0.1976
气候变化影响全球生态系统。,Climate change affects global ecosystems.,Climate change affects global ecosystems.,0.1913
公司投资了新项目。,The company invested in a new project.,The company invested in a new project.,0.2072
技术正在改变世界。,Technology is changing the world.,Technology is changing the world.,0.205
孩子们在公园里玩耍。,Children play in the park.,The children are playing in the park.,0.2017
公司投资了新项目。,The company invested in a new project.,The company invested in a new project.,0.2104
政府颁布了新的政策。,The government issued a new policy.,The government has introduced new policies.,0.2025
减少污染可以改善空气质量。,Reducing pollution can improve air quality.,Reducing pollution can improve air quality.,0.2084
他们在公园踢足球。,They are playing football in the park.,They are playing soccer in the park.,0.2073
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.2022
猫正在睡觉。,The cat is sleeping.,The cat is sleeping.,0.2075
减少污染可以改善空气质量。,Reducing pollution can improve air quality.,Reducing pollution can improve air quality.,0.2165
警察调查了一起案件。,The police investigated a case.,The police investigated a case.,0.1927
顾客对产品非常满意。,Customers are very satisfied with the product.,The customers are very satisfied with the product.,0.21
科学为人类服务。,Science serves humanity.,Science serves humanity.,0.1897
人工智能正在快速发展。,Artificial intelligence is developing rapidly.,Artificial intelligence is developing rapidly.,0.1949
学校鼓励创新和合作。,The school encourages innovation and collaboration.,The school encourages innovation and cooperation.,0.2
医院提供了免费的疫苗。,The hospital provided free vaccines.,The hospital provides free vaccines.,0.1936
猫正在睡觉。,The cat is sleeping.,The cat is sleeping.,0.1901
科学为人类服务。,Science serves humanity.,Science serves humanity.,0.1812
公司推出了最新的手机。,The company launched the latest smartphone.,The company has launched the latest smartphone.,0.2036
今天天气很好。,The weather is nice today.,The weather is very good today.,0.197
顾客对产品非常满意。,Customers are very satisfied with the product.,The customers are very satisfied with the product.,0.209
明天我们要去海滩。,Tomorrow we are going to the beach.,Tomorrow we are going to the beach.,0.2117
领导人发表了重要讲话。,The leader delivered an important speech.,The leader delivered an important speech.,0.1988
他们在公园踢足球。,They are playing football in the park.,They are playing soccer in the park.,0.2051
律师向法庭提交了文件。,The lawyer submitted the documents to the court.,The lawyer submitted documents to the court.,0.2749
他要去市场。,He is going to the market.,He is going to the market.,0.1961
护士照顾了病人。,The nurse took care of the patient.,The nurse took care of the patient.,0.192
科学为人类服务。,Science serves humanity.,Science serves humanity.,0.189
顾客对产品非常满意。,Customers are very satisfied with the product.,The customers are very satisfied with the product.,0.2078
气候变化影响全球生态系统。,Climate change affects global ecosystems.,Climate change affects global ecosystems.,0.1975
顾客对产品非常满意。,Customers are very satisfied with the product.,The customers are very satisfied with the product.,0.2014
物理学家研究能量的转换。,Physicists study the transformation of energy.,Physicists study energy conversion.,0.1911
学生学习了分子生物学。,The student studied molecular biology.,Students have studied molecular biology.,0.1916
警察调查了一起案件。,The police investigated a case.,The police investigated a case.,0.2084
猫正在睡觉。,The cat is sleeping.,The cat is sleeping.,0.1904
医院提供了免费的疫苗。,The hospital provided free vaccines.,The hospital provides free vaccines.,0.1915
科学为人类服务。,Science serves humanity.,Science serves humanity.,0.1874
气候变化影响全球生态系统。,Climate change affects global ecosystems.,Climate change affects global ecosystems.,0.187
他们在公园踢足球。,They are playing football in the park.,They are playing soccer in the park.,0.199
我今必须完成我的作业。,I must finish my homework today.,I must finish my homework now.,0.1952
护士照顾了病人。,The nurse took care of the patient.,The nurse took care of the patient.,0.1986
我最喜欢的颜色是蓝色。,My favorite color is blue.,My favorite color is blue.,0.1945
学生学习了分子生物学。,The student studied molecular biology.,Students have studied molecular biology.,0.1861
气候变化影响全球生态系统。,Climate change affects global ecosystems.,Climate change affects global ecosystems.,0.2015
他喜欢在空闲时间听音乐。,He likes listening to music in his free time.,He likes listening to music in his free time.,0.209
人工智能正在快速发展。,Artificial intelligence is developing rapidly.,Artificial intelligence is developing rapidly.,0.1924
我最喜欢的颜色是蓝色。,My favorite color is blue.,My favorite color is blue.,0.1915
她喜欢读书。,She likes reading books.,She likes reading books.,0.1897
科学为人类服务。,Science serves humanity.,Science serves humanity.,0.1875
科学为人类服务。,Science serves humanity.,Science serves humanity.,0.1893
他要去市场。,He is going to the market.,He is going to the market.,0.1949
医生开了新的药。,The doctor prescribed a new medicine.,The doctor prescribed new medicine.,0.2002
她喜欢读书。,She likes reading books.,She likes reading books.,0.1928
技术正在改变世界。,Technology is changing the world.,Technology is changing the world.,0.2052
她正在为我们做饭。,She is cooking for us.,She is cooking for us.,0.1925
物理学家研究能量的转换。,Physicists study the transformation of energy.,Physicists study energy conversion.,0.1882
医院提供了免费的疫苗。,The hospital provided free vaccines.,The hospital provides free vaccines.,0.203
护士照顾了病人。,The nurse took care of the patient.,The nurse took care of the patient.,0.2
减少污染可以改善空气质量。,Reducing pollution can improve air quality.,Reducing pollution can improve air quality.,0.1944
人们喜欢在假期旅行。,People like to travel during holidays.,People like to travel during holidays.,0.1975
领导人发表了重要讲话。,The leader delivered an important speech.,The leader delivered an important speech.,0.1926
天气预报说明天会下雨。,The weather forecast says it will rain tomorrow.,The weather forecast says it will rain tomorrow.,0.2102
护士照顾了病人。,The nurse took care of the patient.,The nurse took care of the patient.,0.2014
学校鼓励创新和合作。,The school encourages innovation and collaboration.,The school encourages innovation and cooperation.,0.1923
他要去市场。,He is going to the market.,He is going to the market.,0.1957
国家促进可持续发展。,The country promotes sustainable development.,The state promotes sustainable development.,0.1898
领导人发表了重要讲话。,The leader delivered an important speech.,The leader delivered an important speech.,0.19
学生学习了分子生物学。,The student studied molecular biology.,Students have studied molecular biology.,0.1905
我今必须完成我的作业。,I must finish my homework today.,I must finish my homework now.,0.2111
他们在公园踢足球。,They are playing football in the park.,They are playing soccer in the park.,0.2011
人工智能正在快速发展。,Artificial intelligence is developing rapidly.,Artificial intelligence is developing rapidly.,0.1941
医生开了新的药。,The doctor prescribed a new medicine.,The doctor prescribed new medicine.,0.1923
国家促进可持续发展。,The country promotes sustainable development.,The state promotes sustainable development.,0.2004
科学为人类服务。,Science serves humanity.,Science serves humanity.,0.1842
律师向法庭提交了文件。,The lawyer submitted the documents to the court.,The lawyer submitted documents to the court.,0.1975
物理学家研究能量的转换。,Physicists study the transformation of energy.,Physicists study energy conversion.,0.1876
老师解释了科学原理。,The teacher explained the scientific principle.,The teacher explained the scientific principles.,0.1893
医院提供了免费的疫苗。,The hospital provided free vaccines.,The hospital provides free vaccines.,0.1903
国家促进可持续发展。,The country promotes sustainable development.,The state promotes sustainable development.,0.1966
天气预报说明天会下雨。,The weather forecast says it will rain tomorrow.,The weather forecast says it will rain tomorrow.,0.2113
老师解释了科学原理。,The teacher explained the scientific principle.,The teacher explained the scientific principles.,0.1967
公司推出了最新的手机。,The company launched the latest smartphone.,The company has launched the latest smartphone.,0.1953
学校鼓励创新和合作。,The school encourages innovation and collaboration.,The school encourages innovation and cooperation.,0.1933
市场竞争变得更加激烈。,Market competition has become more intense.,The market competition has become more intense.,0.1984
互联网连接了全球。,The internet connects the world.,The Internet connects the world.,0.2127
医院提供了免费的疫苗。,The hospital provided free vaccines.,The hospital provides free vaccines.,0.1914
天气预报说明天会下雨。,The weather forecast says it will rain tomorrow.,The weather forecast says it will rain tomorrow.,0.2004
医生开了新的药。,The doctor prescribed a new medicine.,The doctor prescribed new medicine.,0.1954
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.1895
老师解释了科学原理。,The teacher explained the scientific principle.,The teacher explained the scientific principles.,0.1963
律师向法庭提交了文件。,The lawyer submitted the documents to the court.,The lawyer submitted documents to the court.,0.2093
老师解释了科学原理。,The teacher explained the scientific principle.,The teacher explained the scientific principles.,0.1967
他喜欢在空闲时间听音乐。,He likes listening to music in his free time.,He likes to listen to music in his free time.,0.2244
学生学习了分子生物学。,The student studied molecular biology.,Students have studied molecular biology.,0.1952
我今必须完成我的作业。,I must finish my homework today.,I must finish my homework now.,0.1967
顾客对产品非常满意。,Customers are very satisfied with the product.,The customers are very satisfied with the product.,0.2055
研究人员开发了一种新药。,Researchers developed a new drug.,The researchers developed a new drug.,0.1904
律师向法庭提交了文件。,The lawyer submitted the documents to the court.,The lawyer submitted documents to the court.,0.2005
今天天气很好。,The weather is nice today.,The weather is very good today.,0.2083
律师向法庭提交了文件。,The lawyer submitted the documents to the court.,The lawyer submitted documents to the court.,0.2073
公司推出了最新的手机。,The company launched the latest smartphone.,The company has launched the latest smartphone.,0.1955
减少污染可以改善空气质量。,Reducing pollution can improve air quality.,Reducing pollution can improve air quality.,0.1919
今天天气很好。,The weather is nice today.,The weather is very good today.,0.199
技术正在改变世界。,Technology is changing the world.,Technology is changing the world.,0.1874
互联网连接了全球。,The internet connects the world.,The Internet connects the world.,0.1906
我今必须完成我的作业。,I must finish my homework today.,I must finish my homework now.,0.1959
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.2093
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.206
他们在公园踢足球。,They are playing football in the park.,They are playing soccer in the park.,0.1987
政府颁布了新的政策。,The government issued a new policy.,The government has issued new policies.,0.1906
孩子们在公园里玩耍。,Children play in the park.,The children are playing in the park.,0.1983
孩子们在公园里玩耍。,Children play in the park.,The children are playing in the park.,0.2044
人们喜欢在假期旅行。,People like to travel during holidays.,People like to travel during holidays.,0.2134
医生开了新的药。,The doctor prescribed a new medicine.,The doctor prescribed new medicine.,0.1916
生物学家发现了一种新物种。,Biologists discovered a new species.,Biologists have discovered a new species.,0.2047
他要去市场。,He is going to the market.,He is going to the market.,0.1979
他要去市场。,He is going to the market.,He is going to the market.,0.2007
孩子们在公园里玩耍。,Children play in the park.,The children are playing in the park.,0.1973
他们在公园踢足球。,They are playing football in the park.,They are playing soccer in the park.,0.2021
他要去市场。,He is going to the market.,He is going to the market.,0.1949
天气预报说明天会下雨。,The weather forecast says it will rain tomorrow.,The weather forecast says it will rain tomorrow.,0.2024
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.2034
减少污染可以改善空气质量。,Reducing pollution can improve air quality.,Reducing pollution can improve air quality.,0.2132
政府颁布了新的政策。,The government issued a new policy.,The government has issued new policies.,0.1937
她正在为我们做饭。,She is cooking for us.,She is cooking for us.,0.1894
猫正在睡觉。,The cat is sleeping.,The cat is sleeping.,0.1833
今天天气很好。,The weather is nice today.,The weather is very good today.,0.2024
孩子们在公园里玩耍。,Children play in the park.,The children are playing in the park.,0.1977
我今必须完成我的作业。,I must finish my homework today.,I must finish my homework now.,0.2003
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.1993
政府颁布了新的政策。,The government issued a new policy.,The government has issued new policies.,0.1926
研究人员开发了一种新药。,Researchers developed a new drug.,The researchers developed a new drug.,0.1921
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.2085
明天我们要去海滩。,Tomorrow we are going to the beach.,Tomorrow we are going to the beach.,0.2035
互联网连接了全球。,The internet connects the world.,The Internet connects the world.,0.2058
人们喜欢在假期旅行。,People like to travel during holidays.,People like to travel during holidays.,0.1967
律师向法庭提交了文件。,The lawyer submitted the documents to the court.,The lawyer submitted documents to the court.,0.2007
技术正在改变世界。,Technology is changing the world.,Technology is changing the world.,0.189
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.1964
猫正在睡觉。,The cat is sleeping.,The cat is sleeping.,0.1864
她正在为我们做饭。,She is cooking for us.,She is cooking for us.,0.1884
警察调查了一起案件。,The police investigated a case.,The police investigated a case.,0.1863
人们喜欢在假期旅行。,People like to travel during holidays.,People like to travel during holidays.,0.1968
明天我们要去海滩。,Tomorrow we are going to the beach.,Tomorrow we are going to the beach.,0.2143
他们在公园踢足球。,They are playing football in the park.,They are playing soccer in the park.,0.1976
学生学习了分子生物学。,The student studied molecular biology.,Students have studied molecular biology.,0.1923
他喜欢在空闲时间听音乐。,He likes listening to music in his free time.,He likes to listen to music in his free time.,0.2179
政府颁布了新的政策。,The government issued a new policy.,The government has introduced new policies.,0.1977
学生学习了分子生物学。,The student studied molecular biology.,Students have studied molecular biology.,0.1932
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.2075
科学为人类服务。,Science serves humanity.,Science serves humanity.,0.1835
学生学习了分子生物学。,The student studied molecular biology.,Students have studied molecular biology.,0.1917
公司投资了新项目。,The company invested in a new project.,The company invested in a new project.,0.2031
减少污染可以改善空气质量。,Reducing pollution can improve air quality.,Reducing pollution can improve air quality.,0.1905
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.1962
人工智能正在快速发展。,Artificial intelligence is developing rapidly.,Artificial intelligence is developing rapidly.,0.1888
我最喜欢的颜色是蓝色。,My favorite color is blue.,My favorite color is blue.,0.1951
医生开了新的药。,The doctor prescribed a new medicine.,The doctor prescribed new medicine.,0.2078
我今必须完成我的作业。,I must finish my homework today.,I must finish my homework now.,0.2038
孩子们在公园里玩耍。,Children play in the park.,The children are playing in the park.,0.201
律师向法庭提交了文件。,The lawyer submitted the documents to the court.,The lawyer submitted documents to the court.,0.1927
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.2044
我最喜欢的颜色是蓝色。,My favorite color is blue.,My favorite color is blue.,0.2
老师解释了科学原理。,The teacher explained the scientific principle.,The teacher explained the scientific principles.,0.1931
市场竞争变得更加激烈。,Market competition has become more intense.,The market competition has become more intense.,0.2094
今天天气很好。,The weather is nice today.,The weather is very good today.,0.1988
明天我们要去海滩。,Tomorrow we are going to the beach.,Tomorrow we are going to the beach.,0.203
老师解释了科学原理。,The teacher explained the scientific principle.,The teacher explained the scientific principles.,0.2024
气候变化影响全球生态系统。,Climate change affects global ecosystems.,Climate change affects global ecosystems.,0.1997
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.3246
老师解释了科学原理。,The teacher explained the scientific principle.,The teacher explained the scientific principles.,0.1999
他们在公园踢足球。,They are playing football in the park.,They are playing soccer in the park.,0.2016
政府颁布了新的政策。,The government issued a new policy.,The government has introduced new policies.,0.2088
人们喜欢在假期旅行。,People like to travel during holidays.,People like to travel during holidays.,0.2087
学生学习了分子生物学。,The student studied molecular biology.,Students have studied molecular biology.,0.1953
医院提供了免费的疫苗。,The hospital provided free vaccines.,The hospital provides free vaccines.,0.1948
生物学家发现了一种新物种。,Biologists discovered a new species.,Biologists have discovered a new species.,0.2168
生物学家发现了一种新物种。,Biologists discovered a new species.,Biologists have discovered a new species.,0.2054
科学为人类服务。,Science serves humanity.,Science serves humanity.,0.1985
减少污染可以改善空气质量。,Reducing pollution can improve air quality.,Reducing pollution can improve air quality.,0.2022
人们喜欢在假期旅行。,People like to travel during holidays.,People like to travel during holidays.,0.2048
我最喜欢的颜色是蓝色。,My favorite color is blue.,My favorite color is blue.,0.2044
市场竞争变得更加激烈。,Market competition has become more intense.,The market competition has become more intense.,0.2024
科学为人类服务。,Science serves humanity.,Science serves humanity.,0.1833
我最喜欢的颜色是蓝色。,My favorite color is blue.,My favorite color is blue.,0.2057
政府颁布了新的政策。,The government issued a new policy.,The government has introduced new policies.,0.1981
顾客对产品非常满意。,Customers are very satisfied with the product.,The customers are very satisfied with the product.,0.2245
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.2079
医生开了新的药。,The doctor prescribed a new medicine.,The doctor prescribed new medicine.,0.2081
物理学家研究能量的转换。,Physicists study the transformation of energy.,Physicists study energy conversion.,0.1921
人工智能正在快速发展。,Artificial intelligence is developing rapidly.,Artificial intelligence is developing rapidly.,0.205
我最喜欢的颜色是蓝色。,My favorite color is blue.,My favorite color is blue.,0.2
老师解释了科学原理。,The teacher explained the scientific principle.,The teacher explained the scientific principles.,0.2134
他喜欢在空闲时间听音乐。,He likes listening to music in his free time.,He likes to listen to music in his free time.,0.2165
今天天气很好。,The weather is nice today.,The weather is very good today.,0.1944
人们喜欢在假期旅行。,People like to travel during holidays.,People like to travel during holidays.,0.2024
她正在为我们做饭。,She is cooking for us.,She is cooking for us.,0.1993
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.2179
孩子们在公园里玩耍。,Children play in the park.,The children are playing in the park.,0.2012
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.2082
今天天气很好。,The weather is nice today.,The weather is very good today.,0.2108
我今必须完成我的作业。,I must finish my homework today.,I must finish my homework now.,0.2142
公司推出了最新的手机。,The company launched the latest smartphone.,The company has launched the latest smartphone.,0.2128
她正在为我们做饭。,She is cooking for us.,She is cooking for us.,0.2047
她喜欢读书。,She likes reading books.,She likes reading books.,0.1905
气候变化影响全球生态系统。,Climate change affects global ecosystems.,Climate change affects global ecosystems.,0.197
国家促进可持续发展。,The country promotes sustainable development.,The state promotes sustainable development.,0.2172
学校鼓励创新和合作。,The school encourages innovation and collaboration.,The school encourages innovation and cooperation.,0.2226
天气预报说明天会下雨。,The weather forecast says it will rain tomorrow.,The weather forecast says it will rain tomorrow.,0.2439
市场竞争变得更加激烈。,Market competition has become more intense.,The market competition has become more intense.,0.2029
他要去市场。,He is going to the market.,He is going to the market.,0.1995
人工智能正在快速发展。,Artificial intelligence is developing rapidly.,Artificial intelligence is developing rapidly.,0.1971
他要去市场。,He is going to the market.,He is going to the market.,0.1972
律师向法庭提交了文件。,The lawyer submitted the documents to the court.,The lawyer submitted documents to the court.,0.2263
医院提供了免费的疫苗。,The hospital provided free vaccines.,The hospital provides free vaccines.,0.1965
医院提供了免费的疫苗。,The hospital provided free vaccines.,The hospital provides free vaccines.,0.2035
明天我们要去海滩。,Tomorrow we are going to the beach.,Tomorrow we are going to the beach.,0.2359
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.2038
他们在公园踢足球。,They are playing football in the park.,They are playing soccer in the park.,0.2075
人工智能正在快速发展。,Artificial intelligence is developing rapidly.,Artificial intelligence is developing rapidly.,0.2052
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.21
我最喜欢的颜色是蓝色。,My favorite color is blue.,My favorite color is blue.,0.1959
学校鼓励创新和合作。,The school encourages innovation and collaboration.,The school encourages innovation and cooperation.,0.2395
护士照顾了病人。,The nurse took care of the patient.,The nurse took care of the patient.,0.2246
我今必须完成我的作业。,I must finish my homework today.,I must finish my homework now.,0.1968
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.2098
他喜欢在空闲时间听音乐。,He likes listening to music in his free time.,He likes listening to music in his free time.,0.2349
市场竞争变得更加激烈。,Market competition has become more intense.,The market competition has become more intense.,0.2482
领导人发表了重要讲话。,The leader delivered an important speech.,The leader delivered an important speech.,0.2004
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.2064
护士照顾了病人。,The nurse took care of the patient.,The nurse took care of the patient.,0.2085
今天天气很好。,The weather is nice today.,The weather is very good today.,0.2043
学校鼓励创新和合作。,The school encourages innovation and collaboration.,The school encourages innovation and cooperation.,0.2055
生物学家发现了一种新物种。,Biologists discovered a new species.,Biologists have discovered a new species.,0.2146
领导人发表了重要讲话。,The leader delivered an important speech.,The leader delivered an important speech.,0.2099
人们喜欢在假期旅行。,People like to travel during holidays.,People like to travel during holidays.,0.2067
律师向法庭提交了文件。,The lawyer submitted the documents to the court.,The lawyer submitted documents to the court.,0.2202
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.2229
明天我们要去海滩。,Tomorrow we are going to the beach.,Tomorrow we are going to the beach.,0.2082
他们在公园踢足球。,They are playing football in the park.,They are playing soccer in the park.,0.2152
天气预报说明天会下雨。,The weather forecast says it will rain tomorrow.,The weather forecast says it will rain tomorrow.,0.2178
她喜欢读书。,She likes reading books.,She likes reading books.,0.2104
公司投资了新项目。,The company invested in a new project.,The company invested in new projects.,0.2005
明天我们要去海滩。,Tomorrow we are going to the beach.,Tomorrow we are going to the beach.,0.2076
医生开了新的药。,The doctor prescribed a new medicine.,The doctor prescribed new medicine.,0.1874
他喜欢在空闲时间听音乐。,He likes listening to music in his free time.,He likes listening to music in his free time.,0.2204
医生开了新的药。,The doctor prescribed a new medicine.,The doctor prescribed new medicine.,0.1901
互联网连接了全球。,The internet connects the world.,The Internet connects the world.,0.2073
医生开了新的药。,The doctor prescribed a new medicine.,The doctor prescribed new medicine.,0.1939
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.2085
她喜欢读书。,She likes reading books.,She likes reading books.,0.2193
我今必须完成我的作业。,I must finish my homework today.,I must finish my homework now.,0.2027
学校鼓励创新和合作。,The school encourages innovation and collaboration.,The school encourages innovation and cooperation.,0.202
公司推出了最新的手机。,The company launched the latest smartphone.,The company has launched the latest smartphone.,0.2011
警察调查了一起案件。,The police investigated a case.,The police investigated a case.,0.2065
医院提供了免费的疫苗。,The hospital provided free vaccines.,The hospital provides free vaccines.,0.1962
技术正在改变世界。,Technology is changing the world.,Technology is changing the world.,0.2144
警察调查了一起案件。,The police investigated a case.,The police investigated a case.,0.1996
公司推出了最新的手机。,The company launched the latest smartphone.,The company has launched the latest smartphone.,0.2218
顾客对产品非常满意。,Customers are very satisfied with the product.,The customers are very satisfied with the product.,0.2328
孩子们在公园里玩耍。,Children play in the park.,The children are playing in the park.,0.2075
学生学习了分子生物学。,The student studied molecular biology.,Students have studied molecular biology.,0.1886
孩子们在公园里玩耍。,Children play in the park.,The children are playing in the park.,0.2053
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.1953
天气预报说明天会下雨。,The weather forecast says it will rain tomorrow.,The weather forecast says it will rain tomorrow.,0.2054
她喜欢读书。,She likes reading books.,She likes reading books.,0.2093
他们在公园踢足球。,They are playing football in the park.,They are playing soccer in the park.,0.1937
减少污染可以改善空气质量。,Reducing pollution can improve air quality.,Reducing pollution can improve air quality.,0.2063
顾客对产品非常满意。,Customers are very satisfied with the product.,The customers are very satisfied with the product.,0.2054
物理学家研究能量的转换。,Physicists study the transformation of energy.,Physicists study energy conversion.,0.2034
公司投资了新项目。,The company invested in a new project.,The company invested in a new project.,0.2227
老师解释了科学原理。,The teacher explained the scientific principle.,The teacher explained the scientific principles.,0.2064
公司推出了最新的手机。,The company launched the latest smartphone.,The company has launched the latest smartphone.,0.22
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.2197
老师解释了科学原理。,The teacher explained the scientific principle.,The teacher explained the scientific principles.,0.2088
他们在公园踢足球。,They are playing football in the park.,They are playing soccer in the park.,0.2191
公司投资了新项目。,The company invested in a new project.,The company invested in new projects.,0.2156
警察调查了一起案件。,The police investigated a case.,The police investigated a case.,0.2092
医院提供了免费的疫苗。,The hospital provided free vaccines.,The hospital provides free vaccines.,0.1976
明天我们要去海滩。,Tomorrow we are going to the beach.,Tomorrow we are going to the beach.,0.2052
他要去市场。,He is going to the market.,He is going to the market.,0.2066
物理学家研究能量的转换。,Physicists study the transformation of energy.,Physicists study energy conversion.,0.1933
天气预报说明天会下雨。,The weather forecast says it will rain tomorrow.,The weather forecast says it will rain tomorrow.,0.2036
护士照顾了病人。,The nurse took care of the patient.,The nurse took care of the patient.,0.1993
物理学家研究能量的转换。,Physicists study the transformation of energy.,Physicists study energy conversion.,0.2064
公司推出了最新的手机。,The company launched the latest smartphone.,The company has launched the latest smartphone.,0.2012
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.1979
研究人员开发了一种新药。,Researchers developed a new drug.,The researchers developed a new drug.,0.2132
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.2042
人工智能正在快速发展。,Artificial intelligence is developing rapidly.,Artificial intelligence is developing rapidly.,0.2042
今天天气很好。,The weather is nice today.,The weather is very good today.,0.2037
她喜欢读书。,She likes reading books.,She likes reading books.,0.2249
她正在为我们做饭。,She is cooking for us.,She is cooking for us.,0.2252
学生学习了分子生物学。,The student studied molecular biology.,Students have studied molecular biology.,0.2124
人工智能正在快速发展。,Artificial intelligence is developing rapidly.,Artificial intelligence is developing rapidly.,0.219
今天天气很好。,The weather is nice today.,The weather is very good today.,0.1959
护士照顾了病人。,The nurse took care of the patient.,The nurse took care of the patient.,0.2175
猫正在睡觉。,The cat is sleeping.,The cat is sleeping.,0.2034
护士照顾了病人。,The nurse took care of the patient.,The nurse took care of the patient.,0.2029
他们在公园踢足球。,They are playing football in the park.,They are playing soccer in the park.,0.2095
研究人员开发了一种新药。,Researchers developed a new drug.,The researchers developed a new drug.,0.1997
人们喜欢在假期旅行。,People like to travel during holidays.,People like to travel during holidays.,0.2051
物理学家研究能量的转换。,Physicists study the transformation of energy.,Physicists study energy conversion.,0.1906
护士照顾了病人。,The nurse took care of the patient.,The nurse took care of the patient.,0.2101
技术正在改变世界。,Technology is changing the world.,Technology is changing the world.,0.1977
科学为人类服务。,Science serves humanity.,Science serves humanity.,0.1889
技术正在改变世界。,Technology is changing the world.,Technology is changing the world.,0.213
公司推出了最新的手机。,The company launched the latest smartphone.,The company has launched the latest smartphone.,0.1982
护士照顾了病人。,The nurse took care of the patient.,The nurse took care of the patient.,0.2063
老师解释了科学原理。,The teacher explained the scientific principle.,The teacher explained the scientific principles.,0.1956
她喜欢读书。,She likes reading books.,She likes reading books.,0.2424
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.2222
她喜欢读书。,She likes reading books.,She likes reading books.,0.1897
顾客对产品非常满意。,Customers are very satisfied with the product.,The customers are very satisfied with the product.,0.2088
天气预报说明天会下雨。,The weather forecast says it will rain tomorrow.,The weather forecast says it will rain tomorrow.,0.2124
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.2047
